id,title,genre,desc
31926, Daybreak (2000/II) , drama ," In Edinburgh, Jed is a drug dealer who runs a club who's luck finally runs out when he loses the money he owes to Chan. He is also having problems with his girlfriends Anna and the two are drifting apart. Anna meanwhile has befriended a pornographer and is starting to get to know him. Friends with both Jed and Anna, Eve does what she can, but she too has problems of her own."
49331," ""Foul-Ups, Bleeps & Blunders"" (1984) ", comedy ," An early example the 'out-take' genre, this show drew its support from the growing desire of viewers to see the more fallible, more human, side of their movie and TV heros. With narration and commentary by Lawrence and Rickles, viewers could finally see just how many tries were often required to get the perfect take."
6791, Little District (2012) , thriller ," It's all about choices. Sometimes you choose a path that leads down a positive road. Other times you find yourself on a spiraling out of control path that can only lead you to either jail, or the cemetery. Will Danny Jones' choices lead him down the right path, or the wrong one? Only time will tell, and not even those close to him can stop him. The RH11 estate wait in anticipation on the sentence for the two men who kidnapped and murdered Tommy King. John Vincent and Derick Turner find themselves looking at a 15 year stretch in prison for the kidnap and murder of Tommy. Jess's life begins to spiral out of control. With no support around her she begins to blame herself for the death of Tommy. Danny Jones moved abroad when he found out about Tommy, but is forced to move back to the estate to try and get Jess back on the right track. But with a woman involved and heavy twists throughout, this small task for Danny isn't easy, especially with Nick Little running the estate with his two heavy handed henchmen."
34536, Loneliness Is Soul (1998) , drama ," LONELINESS IS SOUL features two young women, Meeka and Jessica who rent an Oakland apartment where an itinerate musician (John Balquist) occasionally crashes. His presence in the household acts like a truth serum, somehow suddenly prompting everyone, including a strange ""gift-giver"" (Alexander Marchand) and prying landlord to tell their strangest real-life stories. His own hilarious tale about taking magic mushrooms on the beach helps convince the viewer that the only really ""safe"" path in life is to go directly for one's dream ""full out,"" holding nothing back."
40453, Crime Family (2004) , action ," Two brothers are catapulted into a world of sex slavery, drug-running bikers and Korean hit men in this high-impact thriller by the writer of Ravage. When the girl he has fallen for becomes the latest in a string of abducted women, Danny, an ex-con trying to get his life back on track, has nowhere to turn but to his brother Michael, a bounty hunter with his own version of justice. The action is intense as the brothers race against time -- and the Vietnamese mafia -- to save the girl before she is forced into drug addiction and sold to the brothels of Asia."
50586, Look Into the Fire (2018) , thriller ," A group of neuropsychology graduate students work to unlock the potential of the brain. One student, Adam, takes his lab work too far. When his self-induced experiment goes wrong, he unwittingly unlocks repressed memories and begins to be haunted by disturbing visions. As Adam digs deeper, he finds that there is someone who doesn't want him to uncover the sinister truth. Adam and his friends must work together to help him confront his recollections and figure out what is truth and what are lies before it's too late."
33988, Bocuse d'Or: A Chef's Dream (2003) , documentary ," The Bocuse d'Or is one of the most prestigious cooking competitions in the world - it combines haute cuisine with political intrigue, drama and tension as 24 of the world's best chefs vie for the coveted golden statue. Years of all-consuming and dedicated practice culminate in just five hours of competition, when in front of a huge public audience, candidates must produce two platters for twelve - one featuring Beef; the other Norwegian Fjord Trout. For The Bocuse d'Or Part - A Chef's Dream, DV Cuisine goes behind the scenes of the competition and follow the USA, Canada, Iceland and France."
5357, 4426 (2016) , horror ," Mifu and Ruby are a happily married couple with a 7 year old child they adore. When Mifu's sister Elysha returns home after completing her studies abroad, Mifu resolves to look for a better accommodation for them to move to. He hears news of a four storey building being leased out for a very low rent. As the building had been unoccupied for quite some time and wondering how habitable it could be, Mifu decides to check the site with his friends. After a while in the building, they begin to experience strange happenings. Only when they try to leave the building do they discover that they are no longer able to get out. No matter how they persist, they are unable to escape from the clutches of the strange house. As they continue to witness unnerving and terrifying occurrences, they realize to their horror that their number is being reduced, and people are disappearing one by one. After many other increasingly horrifying events, the movie concludes with the secret of the house being exposed. Learn the answers to your questions about the film! What exactly is 4426? How did the building become so sinister? Who survives by the end of the film?"
42549, A Russian Fairytale (2013) , documentary ," Following the break up of the Soviet union, a gang of children from broken homes made a new life together inside the derelict buildings of a once secret weapons manufacturing city. In their childhood innocence, they thought they were living a fairy tale dream of freedom, but with starvation and sub zero temperatures crippling their health, reality soon hit home. Despite their efforts to care for one another, three members of their group died. For the survivors: they must try against hopeless odds to turn their lives around."
33951, Forever Young (1991) , drama ," Forever Young is the story of two friends in their last week of high school. Chris Peterson is the all-American kid who, with his best friend Sean Parker, a rebel, is enjoying his last days of innocence in high school. It's Saturday night and their friend Kevin is throwing the ""PARTY OF THE YEAR."" But, unfortunately, on this night everyone at their school would experience first hand the pain and emotion of loosing a friend to drinking and driving."
8635, Hospital general (1958) , drama ," Carlos, a psychiatrist, protected by Professor Valdés and his successor, has as his patient María Ángeles, sister of his study partner Enrique. María Ángeles suffers a brain injury and during her crises she is attracted to Carlos. This one, in love with the woman, does not dare to operate her. However, María Ángeles gets married and the wedding night, under the effect of a crisis, flees from her house and goes to look for Carlos."
29369, The Year After Infection (2012) , horror ," Four stories, represented by each season, with diverse groups of people and the challenges they face after a zombie apocalypse. Trying to create a new life under the most dire of circumstances and dealing with letting go of their former lives, while coping with the constant danger of the infected. Will they survive? Will they want to?"
49334, WishMakers (2016) , documentary ," WishMakers is the story of the Tulip Winery that was established in a residential adult special needs community, the Village of Hope in Israel's Jezreel Valley, and fosters a caring environment while providing employment, dignity and purpose for the residents. In addition to the satisfaction of producing world class wine they find joy and self worth in helping to grant wishes for children with life threatening illnesses. Wishmakers is the story of the tulip winery, a unique, family run winery that was established in a residential adult special needs community known as Kfar Tikvah, the village of hope, in Israel's Jezreel valley. By partnering with the special needs community, the tulip winery helps foster a caring environment while providing employment, dignity, and purpose for the residents. From assisting with the harvest and the bottling operations to working in the tasting room and creating works of art, the residents are an integral part of this heart-warming wine story. The tulip winery was established by the Yitzhaki family in the realization of their own family wish. The village of hope welcomed the winery as a compassionate, caring and mainstream addition to their community. Wishmakers introduces the audience to key employees of the winery as well as residents of the village of hope community. These amazing people take pride in being integral members of a successful winemaking team and find joy in knowing that profits from their wishmaker wine goes to the make a wish foundation -Israel to grant the wishes of children with life-threatening illnesses. Wishmakers is the story of individuals who personify the values of respect, dignity, and compassion for one another regardless of ethnicity, gender, age and physical or mental handicaps.celebrates the dignity of every individual regardless of his or her physical and mental capacity . The residents of the village of hope and the tulip winery extended family serve as reminders for each of us to give of ourselves do for others."
2155, ChickLit (2016) , comedy ," ChickLit is a comedy drama about four guys trying to save their local pub from closing down. They group write a chick lit, or more specifically a ""mummy porn"" novel, in the style of ""Fifty Shades of Grey"", and it gets snapped up. The only snag, is that the publisher insists that the young female ""author"" does press and publicity. The guys have to keep their involvement a secret, and so engage an out of work actress to ""role play"" the part of the author. This leads to her becoming the star in the film of the book. The tables are turned on the guys, and she is in control, leaving them with the awful prospect of having to secretly churn out sex novels for the foreseeable future."
53883, The Tall Texan (1953) , western ," A quintet of travelers journey in a wagon through Comanche county includes a tinhorn and his woman, a sheriff escorting an accused murderer, and a sea captain with a checkered past. After a renegade Indian tells them about a virgin gold field as thanks for saving his life, the group becomes fixated on the gold as greed becomes their prime motivation."
34539, An Evening with John Bogle: From Wall Street to Your Street (2011) , documentary ," An Evening with John Bogle: From Wall Street to Your Street examines America's financial crisis and focuses on solutions and strategies for the average investor. Pam Krueger, co-host of the PBS series MoneyTrack, interviews legendary investor John Bogle about what happened on Wall Street and Americans' trust in the financial system. John Bogle imparts his wisdom on topics covering speculation and complexity versus simplicity in investing. The second half of the one-hour special consists of a town-hall meeting, where Bogle and Krueger answer questions from the audience while Jack Gallagher, co-host of MoneyTrack, takes questions out into the field. The special ends by summarizing ""What We've Learned"" and shows where viewers can find the resources to learn the basics of investor education and protection."
18336, La puritana (1989) , drama ," Annabella Allori (Margie Newton) attends the last moments of her dying brother (Dario Casalini), who tells her about a tape cassette which has recorded all aberrations suffered by him and their mother Giovanna (Francesca Guidato Berger). Annabella listens to the recordings and as we go back in time and see in flashbacks what happened to her brother Gabriele and mother, Annabella decides to open a law firm in the small town to execute her revenge. Soon, some of its most important and honorable citizens start to die."
42033," ""Amish Firearm Academy"" (2017) ", comedy , Jebediah and Jakob Yoder are Amish brothers with firearms experience and a penchant for destroying electronics. Now the barn is full of English distractions that have been brought in to the community after years of Rumspringas and Jeb has an idea on how to get rid of them.
53794, Splinter (????/II) , action ," When a man wakes up in the back of his SUV as it is sinking to bottom of a lake with no memory of how he got there, he must piece together what happened, find his missing daughter and get out of town before his checkered past catches up with them both."
31723, Skanör-Falsterbo (1939) , comedy ," Henrik Karlsson is a paymaster in an office. He is wrongly accused of stealing 5,000 SEK from a cash box. To protect the real thief, a colleague who is lying sick in the hospital, Karlsson takes the blame."
45374, Attack of the Atomic Zombies (2011) , comedy , In the small rural town of Stafford Springs things begin to get strange when a eccentric old scientist Dr. Harry Housen (OAndrew Wrobel) moves in to the 'Old' Crane's place. Sheriff Eddie woods (Steve Bedanr) is besieged by reports of loitering and as he investigates he discovers that the doctor has been performing secret experiments with atomic energy. the waste of these experiments has been polluting the towns water supply and turning them into loitering atomic zombies. Now the sheriff with the help of his secretary Gale Arden (Allyson Diana) and the mysterious man in black must find a way to stop the doctor and the zombies before all is lost. in this comedic send up of 1950's b-movies all of the actors will be improvising their lines with only a plot line to work off. there will be plenty of old sci-fi movie references as well as Monsters. Aliens and lots of surprise's!
23492, Mr & Mrs Unwanted (2016) , drama ," A story of a corporate working couple, a catch between Profession and Personal Life. Riya and Rajesh are happily staying together at a friend's bungalow. Though they have booked a new house for themselves, but they haven't got its possession yet. Riya works as an event manager in an event company while Rajesh works in a private bank as a Manager."
19024," Fizessen, nagysád! (1937) ", comedy ," Mail author for translation. A pekinasbol lett dusgazdag malomtulajdonosnak nagyon sok baja van az igazgatokkal, mert elobb-utobb mindegyik elhanyagolja az ugyek intezeset es beleszeret csinos lanyaba, Zsuzsiba. Peter, a kulfoldrol nemreg hazaerkezett fiatalember, az uj malomigazgato becsuletszavat adja Fabrynak, hogy nem fogja a lanya kezet megkerni. Nagy ambicioval kezd munkahoz, de Zsuzsi minden alkalmat megragad, hogy megakadalyozza ebben."
22267, Ghost Hunt: Paranormal Encounter at Burlington County Prison (2012) , documentary ," Is the Burlington County Prison Museum haunted? Do the spirits of executed prisoners continue to roam its halls? The answer will shock you! A group of paranormal enthusiasts entered the Burlington County Prison, in Mount Holly, New Jersey, to capture photographic, video and audio evidence in hopes of validating eyewitness testimony."
36515, Hamlet (1953) , drama ," This vibrant and colourful new cinema version of William Shakespeare's most popular tragedy features a powerful performance in the lead role by rising star William Houston. With superb supporting performances by the cream of British acting talent including Christopher Timothy, Iain Cuthbertson and Gareth Thomas, the plot unfolds in an atmospheric setting against a stunning visual backdrop."
16512, Gwandongsalmusa (1983) , action ," Kal Ma-ryong's mother was raped and killed by thugs when he was young, so he grows up learning martial arts. He searches for his mother's killers and takes his revenge on Cheon-su. The man had a wife and boy; Mun Il-pyung, who searches for a master to study with so he can get revenge. Ma-ryong is found bloody and beaten, but once recovered he unknowingly trains Il-pyung. Will Il-pyung find out Ma-ryong killed his father?"
24099, TV Virus (2007) , drama ," A crazy man from the mountains now roams the streets of Hollywood proselytizing that TV signals are embedded with a dangerous virus. Two high school girls shoot a documentary about him, but the more they investigate, the more one of them begins to believe it."
13256, Gubernatorious (2009) , documentary ," It was once said that politics is the art of the possible - and in California for eight short weeks in 2003, 130 Americans without a lick of political experience ran for Governor hoping to defy that statement. This comedy about democracy follows 5 first-time candidates in their quests to be heard as they vie for attention in an electorate gone mad. When an opportunity from an odd political loophole arises that allows any citizen of the state easy access to a place on the ballot, the would-be candidates came out of the woodwork. Quacks, dreamers & opportunists -ahem... Americans - all scramble to put together first-time campaigns with the hope of becoming the leader of one of the largest economies in the country. Coming up with a platform and an issue or two is one thing but having people listen to you once you do is a whole other animal. Join the struggle to be heard as a Soccer Mom, a Used Car Salesman, a Radical with a MiniVan, a Young College Grad, and a Porn Star all compete to capture a few precious seconds of the public's attention. Discover truths about electioneering, the media and what gets votes in this unique American political comedy."
26228, 12 Ordinary Men (2005) , documentary ," Twelve men were touched by God in a way no one else had previously experienced. In their quest to spread the Gospel message, the Apostles would witness unimaginable miracles and endure unspeakable cruelty. Yet despite overwhelming forces aligned against them, they would change the course of history in a single lifetime. ""Twelve Ordinary Men"" features interviews with leading scholars, exciting recreations, and authentic Holy Land footage in an investigation that dares to look beyond the peaceful image of saints in stained-glass windows to reveal the true and stirring stories of Jesus' closest followers."
38432, Sutopar Thikana (2015) , drama ," Women in South Asian region depends on their Father, Brother, Husband or Son in different stages of life. They never achieve their own home, own address. This film portrays womanhood in South Asia through the life of Sutopa who never thinks out of that circle. But finally question arises when she losses everything and finds herself on a running train where her destination is unknown. She realizes at her mid-age that a girl has to focus on her on education and career before she is lost in that ongoing circle of dependents."
8839, Every Moment Counts (2002) , documentary ," Narrated by John Spencer. This compelling documentary features stories on the force behind Operation Smile, the revolutionary ECMO machine saving the life of a premature infant, and a center that helps homeless families get back on their feet."
15981, Running Woman (1998) , action ," Emily Russo and her son are victims of a carjacking that results in the Sam's death. No one believes that thugs dressed as cops are the perpetrators; in fact Emily is accused of committing the murder herself and inventing the carjacking story as a cover. On the run from the police, she tries to find and killers on her own and discovers that the crime might not have been as random as it first appeared."
19296, Musanilgi (2010) , drama ," Jeon Seungchul's citizen registration number brands him as a North Korean defector. It is difficult to find a good job and it's hard to get along with people at church. He is not an ex-convict or a migrant worker, but he is subjected to many discriminations. Like the stray dog he looks after, Jeon Seungchul is a misfit in South Korea's capitalist society."
20013, A Standing Still (2014) , drama ," A Standing Still is the second feature film from Scott Ballard Films. It revolves around a young woman, Allison, as she struggles with the future in the midst of loss and displacement. Allison works as a fire lookout in the Willamette National Forest. When she is called down early for a medical emergency with her father, she is forced to face the present and the past that has led her there. Focusing on family dynamics & personal displacement, the film aligns impeccable acting with the scenic beauty of the Pacific Northwest. The film is was shot on three formats, one for each act of the film: Super 16mm, HD, and 35mm. Winner Best Cinematography: 2014 Arizona International Film Festival; 2014 Williamsburg Independent Film Festival; 2014 Massachusetts Independent Film Festival. Winner Best Narrative Feature: 2014 Massachusetts Independent Film Festival, 2014 Mt Hood Independent Film Festival. Audience Choice Best Feature, 2014 Columbia Gorge International Film Festival A Standing Still revolves around a young woman, Allison, as she struggles with the future in the midst of loss and displacement. Allison works as a fire lookout in the Willamette National Forest. When she is called down early for a medical emergency with her father, she is forced to face the dynamics that have lead her to lead such a recluse life."
53800, Missing Home (The Last Days of Beijing Hutongs) (2012) , documentary ," Beijing's Hutongs, the traditional city structure with a unique ancient architectural style dating back to the Yuan dynasty (1206-1341) have been fading into the shade and greatly destroyed after massive demolishing under the rapid economic boom in China. MISSING HOME explores the complexities of modernization and development in urban environments, and the effect it has on individual lives"
45381, Low Tide (2012) , drama ," A 12 year old boy and his single mother live parallel lives. The boy spends his days alone while his mother works and goes out with her friends. The boy's solitude is both a source of freedom and a cause for grief. His explorations slowly bring to light the dark contrast between the rules of society and the laws of nature. And before long, the delicate balance of his inner world becomes shattered by unforeseen events."
